Source,Target,Type,Id,Label,Weight,d1
Video Game Genre,Rhythm Game,Directed,6397,,1,0
Video Game Genre,Roguelike,Directed,6398,,1,0
Video Game Genre,Roguelike Deck-Building Game,Directed,6399,,1,0
Video Game Genre,Role-Playing Video Game,Directed,6400,,1,0
Video Game Genre,Runescape,Directed,6401,,1,0
Video Game Genre,S2Cid (Identifier),Directed,6402,,1,0
Video Game Genre,Sandbox Game,Directed,6403,,1,0
Video Game Genre,Science Fiction Video Game,Directed,6404,,1,0
Video Game Genre,Second Life,Directed,6405,,1,0
Video Game Genre,Serious Game,Directed,6406,,1,0
Video Game Genre,Sexual Content In Video Games,Directed,6407,,1,0
Video Game Genre,Shigeru Miyamoto,Directed,6408,,1,0
Video Game Genre,Shoot 'Em Up,Directed,6409,,1,0
Video Game Genre,Shooter Game,Directed,6410,,1,0
Video Game Genre,Side-Scrolling Video Game,Directed,6411,,1,0
Video Game Genre,Sim Racing,Directed,6412,,1,0
Video Game Genre,Simulation Video Game,Directed,6413,,1,0
Video Game Genre,Single-Player Video Game,Directed,6414,,1,0
Video Game Genre,Smartphone,Directed,6415,,1,0
Video Game Genre,Snake (Video Game Genre),Directed,6416,,1,0
Video Game Genre,Social Simulation Game,Directed,6417,,1,0
Video Game Genre,Soulslike,Directed,6418,,1,0
Video Game Genre,Space Flight Simulation Game,Directed,6419,,1,0
Video Game Genre,Sports Video Game,Directed,6420,,1,0
Video Game Genre,Stealth Game,Directed,6421,,1,0
Video Game Genre,Strategy Video Game,Directed,6422,,1,0
Video Game Genre,Submarine Simulator,Directed,6423,,1,0
Video Game Genre,Super Mario Bros.,Directed,6424,,1,0
Video Game Genre,Survival Game,Directed,6425,,1,0
Video Game Genre,Survival Horror,Directed,6426,,1,0
Video Game Genre,Tactical Role-Playing Game,Directed,6427,,1,0
Video Game Genre,Tactical Shooter,Directed,6428,,1,0
Video Game Genre,Third-Person Shooter,Directed,6429,,1,0
Video Game Genre,Tile-Matching Video Game,Directed,6430,,1,0
Video Game Genre,Time Management Game,Directed,6431,,1,0
Video Game Genre,Tower Defense,Directed,6432,,1,0
Video Game Genre,Toys-To-Life,Directed,6433,,1,0
Video Game Genre,Train Simulator,Directed,6434,,1,0
Video Game Genre,Turn-Based Role-Playing Game,Directed,6435,,1,0
Video Game Genre,Turn-Based Strategy,Directed,6436,,1,0
Video Game Genre,Turn-Based Tactics,Directed,6437,,1,0
Video Game Genre,"Turns, Rounds And Time-Keeping Systems In Games",Directed,6438,,1,0
Video Game Genre,Twin-Stick Shooter,Directed,6439,,1,0
Video Game Genre,Twitch Gameplay,Directed,6440,,1,0
Video Game Genre,Typing Game,Directed,6441,,1,0
Video Game Genre,User-Generated Content,Directed,6442,,1,0
Video Game Genre,Vampire Survivors-Like,Directed,6443,,1,0
Video Game Genre,Vehicle Simulation Game,Directed,6444,,1,0
Video Game Genre,Vehicular Combat Game,Directed,6445,,1,0
Video Game Genre,Vertically Scrolling Video Game,Directed,6446,,1,0
Video Game Genre,Video Game,Directed,6447,,1,0
Video Game Genre,Video Game Clone,Directed,6448,,1,0
Video Game Genre,Video Game Console,Directed,6449,,1,0
Video Game Genre,Video Game Design,Directed,6450,,1,0
Video Game Genre,Video Game Developer,Directed,6451,,1,0
Video Game Genre,Video Game Development,Directed,6452,,1,0
Video Game Genre,Video Game Graphics,Directed,6453,,1,0
Video Game Genre,Video Game Modding,Directed,6454,,1,0
Video Game Genre,Video Game Music,Directed,6455,,1,0
Video Game Genre,Video Game Producer,Directed,6456,,1,0
Video Game Genre,Video Game Programmer,Directed,6457,,1,0
Video Game Genre,Video Game Programming,Directed,6458,,1,0
Video Game Genre,Video Game Remake,Directed,6459,,1,0
Video Game Genre,Virtual Pet,Directed,6460,,1,0
Video Game Genre,Virtual World,Directed,6461,,1,0
Video Game Genre,Visual Novel,Directed,6462,,1,0
Video Game Genre,Walking Simulator,Directed,6463,,1,0
Video Game Genre,Wayback Machine,Directed,6464,,1,0
Video Game Genre,World Of Warcraft,Directed,6465,,1,0
Video Game Genre,Science-Fiction,Directed,6466,,1,0
Video Game Artist,Aaa (Video Game Industry),Directed,6467,,1,0
Video Game Artist,Advergame,Directed,6468,,1,0
Video Game Artist,Advertising In Video Games,Directed,6469,,1,0
Video Game Artist,Algorithm Design,Directed,6470,,1,0
Video Game Artist,Arcade Video Game,Directed,6471,,1,0
Video Game Artist,Art Game,Directed,6472,,1,0
Video Game Artist,Artificial Intelligence In Video Games,Directed,6473,,1,0
Video Game Artist,Battle Pass,Directed,6474,,1,0
Video Game Artist,Buy-To-Play,Directed,6475,,1,0
Video Game Artist,Casual Game,Directed,6476,,1,0
Video Game Artist,Cloud Gaming,Directed,6477,,1,0
Video Game Artist,Copy Protection,Directed,6478,,1,0
Video Game Artist,Crowdfunding In Video Games,Directed,6479,,1,0
Video Game Artist,Digital Distribution Of Video Games,Directed,6480,,1,0
Video Game Artist,Digital Rights Management,Directed,6481,,1,0
Video Game Artist,Doi (Identifier),Directed,6482,,1,0
Video Game Artist,Downloadable Content,Directed,6483,,1,0
Video Game Artist,Early Access,Directed,6484,,1,0
Video Game Artist,Educational Video Game,Directed,6485,,1,0
Video Game Artist,Electronic Design Automation,Directed,6486,,1,0
Video Game Artist,Episodic Video Game,Directed,6487,,1,0
Video Game Artist,Exergaming,Directed,6488,,1,0
Video Game Artist,Expansion Pack,Directed,6489,,1,0
Video Game Artist,Form Factor (Design),Directed,6490,,1,0
Video Game Artist,Free-To-Play,Directed,6491,,1,0
Video Game Artist,Gacha Game,Directed,6492,,1,0
Video Game Artist,Game Creation System,Directed,6493,,1,0
Video Game Artist,Game Design,Directed,6494,,1,0
Video Game Artist,Game Engine,Directed,6495,,1,0
Video Game Artist,Game Studies,Directed,6496,,1,0
Video Game Artist,Game Testing,Directed,6497,,1,0
Video Game Artist,Gameplay,Directed,6498,,1,0
Video Game Artist,Hud (Video Gaming),Directed,6499,,1,0
Video Game Artist,Isbn (Identifier),Directed,6500,,1,0
Video Game Artist,In-Game Advertising,Directed,6501,,1,0
Video Game Artist,In-Game Currency,Directed,6502,,1,0
Video Game Artist,Indie Game,Directed,6503,,1,0
Video Game Artist,Intellectual Property Protection Of Video Games,Directed,6504,,1,0
Video Game Artist,Interaction Design,Directed,6505,,1,0
Video Game Artist,Interactive Film,Directed,6506,,1,0
Video Game Artist,Interactive Movie,Directed,6507,,1,0
Video Game Artist,Level (Video Games),Directed,6508,,1,0
Video Game Artist,Live Service Game,Directed,6509,,1,0
Video Game Artist,Loot Box,Directed,6510,,1,0
Video Game Artist,Microtransactions,Directed,6511,,1,0
Video Game Artist,Non-Game,Directed,6512,,1,0
Video Game Artist,Nonviolent Video Game,Directed,6513,,1,0
Video Game Artist,Season Pass (Video Games),Directed,6514,,1,0
Video Game Artist,Serious Game,Directed,6515,,1,0
Video Game Artist,Sex And Nudity In Video Games,Directed,6516,,1,0
Video Game Artist,Software Design,Directed,6517,,1,0
Video Game Artist,Video Game,Directed,6518,,1,0
Video Game Artist,Video Game Accessory,Directed,6519,,1,0
Video Game Artist,Video Game Censorship,Directed,6520,,1,0
Video Game Artist,Video Game Clone,Directed,6521,,1,0
Video Game Artist,Video Game Console,Directed,6522,,1,0
Video Game Artist,Video Game Content Rating System,Directed,6523,,1,0
Video Game Artist,Video Game Design,Directed,6524,,1,0
Video Game Artist,Video Game Developer,Directed,6525,,1,0
Video Game Artist,Video Game Development,Directed,6526,,1,0
Video Game Artist,Video Game Graphics,Directed,6527,,1,0
Video Game Artist,Video Game Industry,Directed,6528,,1,0
Video Game Artist,Video Game Journalism,Directed,6529,,1,0
Video Game Artist,Video Game Localization,Directed,6530,,1,0
Video Game Artist,Video Game Monetization,Directed,6531,,1,0
Video Game Artist,Video Game Music,Directed,6532,,1,0
Video Game Artist,Video Game Piracy,Directed,6533,,1,0
Video Game Artist,Video Game Producer,Directed,6534,,1,0
Video Game Artist,Video Game Programmer,Directed,6535,,1,0
Video Game Artist,Video Game Programming,Directed,6536,,1,0
Video Game Artist,Video Game Publishing,Directed,6537,,1,0
Video Game Artist,Video Games In China,Directed,6538,,1,0
Video Game Artist,Video Games In Japan,Directed,6539,,1,0
Video Game Artist,Video Games In South Korea,Directed,6540,,1,0
Video Game Artist,Video Games In The United States,Directed,6541,,1,0
Video Game Artist,Visualization (Graphics),Directed,6542,,1,0
Game Engine,Aaa (Video Game Industry),Directed,6543,,1,0
Game Engine,Adobe Flash,Directed,6544,,1,0
Game Engine,Advergame,Directed,6545,,1,0
Game Engine,Advertising In Video Games,Directed,6546,,1,0
Game Engine,Arcade Game,Directed,6547,,1,0
Game Engine,Arcade Video Game,Directed,6548,,1,0
Game Engine,Art Game,Directed,6549,,1,0
Game Engine,Artificial Intelligence,Directed,6550,,1,0
Game Engine,Artificial Intelligence In Video Games,Directed,6551,,1,0
Game Engine,Battle Pass,Directed,6552,,1,0
Game Engine,Buy-To-Play,Directed,6553,,1,0
Game Engine,Casual Game,Directed,6554,,1,0
Game Engine,Cloud Gaming,Directed,6555,,1,0
Game Engine,Collision Detection,Directed,6556,,1,0
Game Engine,Computing Platform,Directed,6557,,1,0
Game Engine,Copy Protection,Directed,6558,,1,0
Game Engine,Crowdfunding In Video Games,Directed,6559,,1,0
Game Engine,Digital Distribution Of Video Games,Directed,6560,,1,0
Game Engine,Digital Rights Management,Directed,6561,,1,0
Game Engine,Doi (Identifier),Directed,6562,,1,0
Game Engine,Doom (1993 Video Game),Directed,6563,,1,0
Game Engine,Downloadable Content,Directed,6564,,1,0
Game Engine,Early Access,Directed,6565,,1,0
Game Engine,Educational Video Game,Directed,6566,,1,0
Game Engine,Episodic Video Game,Directed,6567,,1,0
Game Engine,Exergaming,Directed,6568,,1,0
Game Engine,Expansion Pack,Directed,6569,,1,0
Game Engine,First-Person Shooter,Directed,6570,,1,0
Game Engine,Free-To-Play,Directed,6571,,1,0
Game Engine,Gacha Game,Directed,6572,,1,0
Game Engine,Game Art Design,Directed,6573,,1,0
Game Engine,Game Creation System,Directed,6574,,1,0
Game Engine,Game Studies,Directed,6575,,1,0
Game Engine,Game Testing,Directed,6576,,1,0
Game Engine,Isbn (Identifier),Directed,6577,,1,0
Game Engine,Id Software,Directed,6578,,1,0
Game Engine,In-Game Advertising,Directed,6579,,1,0
Game Engine,In-Game Currency,Directed,6580,,1,0
Game Engine,Indie Game,Directed,6581,,1,0
Game Engine,Intellectual Property Protection Of Video Games,Directed,6582,,1,0
Game Engine,Interactive Movie,Directed,6583,,1,0
Game Engine,Level (Video Games),Directed,6584,,1,0
Game Engine,Live Service Game,Directed,6585,,1,0
Game Engine,Loot Box,Directed,6586,,1,0
Game Engine,Microtransactions,Directed,6587,,1,0
Game Engine,Middleware,Directed,6588,,1,0
Game Engine,Mobile Phone,Directed,6589,,1,0
Game Engine,Nintendo,Directed,6590,,1,0
Game Engine,Nintendo Entertainment System,Directed,6591,,1,0
Game Engine,Non-Game,Directed,6592,,1,0
Game Engine,Nonviolent Video Game,Directed,6593,,1,0
Game Engine,Platformer,Directed,6594,,1,0
Game Engine,Porting,Directed,6595,,1,0
Game Engine,Racing Game,Directed,6596,,1,0
Game Engine,Role-Playing Video Game,Directed,6597,,1,0
Game Engine,S2Cid (Identifier),Directed,6598,,1,0
Game Engine,Scripting Language,Directed,6599,,1,0
Game Engine,Season Pass (Video Games),Directed,6600,,1,0
Game Engine,Serious Game,Directed,6601,,1,0
Game Engine,Sex And Nudity In Video Games,Directed,6602,,1,0
Game Engine,Shigeru Miyamoto,Directed,6603,,1,0
Game Engine,Super Mario Bros.,Directed,6604,,1,0
Game Engine,Video Game,Directed,6605,,1,0
Game Engine,Video Game Accessory,Directed,6606,,1,0
Game Engine,Video Game Censorship,Directed,6607,,1,0
Game Engine,Video Game Clone,Directed,6608,,1,0
Game Engine,Video Game Console,Directed,6609,,1,0
Game Engine,Video Game Content Rating System,Directed,6610,,1,0
Game Engine,Video Game Design,Directed,6611,,1,0
Game Engine,Video Game Developer,Directed,6612,,1,0
Game Engine,Video Game Development,Directed,6613,,1,0
Game Engine,Video Game Graphics,Directed,6614,,1,0
Game Engine,Video Game Industry,Directed,6615,,1,0
Game Engine,Video Game Journalism,Directed,6616,,1,0
Game Engine,Video Game Localization,Directed,6617,,1,0
Game Engine,Video Game Monetization,Directed,6618,,1,0
Game Engine,Video Game Music,Directed,6619,,1,0
Game Engine,Video Game Piracy,Directed,6620,,1,0
Game Engine,Video Game Producer,Directed,6621,,1,0
Game Engine,Video Game Programmer,Directed,6622,,1,0
Game Engine,Video Game Programming,Directed,6623,,1,0
Game Engine,Video Game Publishing,Directed,6624,,1,0
Game Engine,Video Games In China,Directed,6625,,1,0
Game Engine,Video Games In Japan,Directed,6626,,1,0
Game Engine,Video Games In South Korea,Directed,6627,,1,0
Game Engine,Video Games In The United States,Directed,6628,,1,0
Game Engine,Video Game Genre,Directed,6629,,1,0
Massive Multiplayer Online Role-Playing Game,4X,Directed,6630,,1,0
Massive Multiplayer Online Role-Playing Game,Aaa (Video Game Industry),Directed,6631,,1,0
Massive Multiplayer Online Role-Playing Game,Action-Adventure Game,Directed,6632,,1,0
Massive Multiplayer Online Role-Playing Game,Action Game,Directed,6633,,1,0
Massive Multiplayer Online Role-Playing Game,Action Role-Playing Game,Directed,6634,,1,0
Massive Multiplayer Online Role-Playing Game,Adventure Game,Directed,6635,,1,0
Massive Multiplayer Online Role-Playing Game,Advergame,Directed,6636,,1,0
Massive Multiplayer Online Role-Playing Game,Age Of Conan,Directed,6637,,1,0
Massive Multiplayer Online Role-Playing Game,Arena Shooter,Directed,6638,,1,0
Massive Multiplayer Online Role-Playing Game,Art Game,Directed,6639,,1,0
Massive Multiplayer Online Role-Playing Game,Artillery Game,Directed,6640,,1,0
Massive Multiplayer Online Role-Playing Game,Augmented Reality,Directed,6641,,1,0
Massive Multiplayer Online Role-Playing Game,Auto Battler,Directed,6642,,1,0
Massive Multiplayer Online Role-Playing Game,Battle Royale Game,Directed,6643,,1,0
Massive Multiplayer Online Role-Playing Game,Beat 'Em Up,Directed,6644,,1,0
Massive Multiplayer Online Role-Playing Game,Bishōjo Game,Directed,6645,,1,0
Massive Multiplayer Online Role-Playing Game,Blizzard Entertainment,Directed,6646,,1,0
Massive Multiplayer Online Role-Playing Game,Browser Game,Directed,6647,,1,0
Massive Multiplayer Online Role-Playing Game,Bullet Hell,Directed,6648,,1,0
Massive Multiplayer Online Role-Playing Game,Business Simulation Game,Directed,6649,,1,0
Massive Multiplayer Online Role-Playing Game,Casual Game,Directed,6650,,1,0
Massive Multiplayer Online Role-Playing Game,Character Creation,Directed,6651,,1,0
Massive Multiplayer Online Role-Playing Game,Cheating In Online Games,Directed,6652,,1,0
Massive Multiplayer Online Role-Playing Game,Christian Video Game,Directed,6653,,1,0
Massive Multiplayer Online Role-Playing Game,City-Building Game,Directed,6654,,1,0
Massive Multiplayer Online Role-Playing Game,Climate Change Video Game,Directed,6655,,1,0
Massive Multiplayer Online Role-Playing Game,Combat Flight Simulation Game,Directed,6656,,1,0
Massive Multiplayer Online Role-Playing Game,Comedy In Video Games,Directed,6657,,1,0
Massive Multiplayer Online Role-Playing Game,Computer Wargame,Directed,6658,,1,0
Massive Multiplayer Online Role-Playing Game,Construction And Management Simulation,Directed,6659,,1,0
Massive Multiplayer Online Role-Playing Game,Cooperative Video Game,Directed,6660,,1,0
Massive Multiplayer Online Role-Playing Game,Cozy Game,Directed,6661,,1,0
Massive Multiplayer Online Role-Playing Game,Dating Sim,Directed,6662,,1,0
Massive Multiplayer Online Role-Playing Game,Deck-Building Game,Directed,6663,,1,0
Massive Multiplayer Online Role-Playing Game,Dialogue Tree,Directed,6664,,1,0
Massive Multiplayer Online Role-Playing Game,Digital Collectible Card Game,Directed,6665,,1,0
Massive Multiplayer Online Role-Playing Game,Digital Tabletop Game,Directed,6666,,1,0
Massive Multiplayer Online Role-Playing Game,Doi (Identifier),Directed,6667,,1,0
Massive Multiplayer Online Role-Playing Game,Doujin Soft,Directed,6668,,1,0
Massive Multiplayer Online Role-Playing Game,Dreamcast,Directed,6669,,1,0
Massive Multiplayer Online Role-Playing Game,Dungeon Crawl,Directed,6670,,1,0
Massive Multiplayer Online Role-Playing Game,Dungeons & Dragons,Directed,6671,,1,0
Massive Multiplayer Online Role-Playing Game,Eve Online,Directed,6672,,1,0
Massive Multiplayer Online Role-Playing Game,Educational Video Game,Directed,6673,,1,0
Massive Multiplayer Online Role-Playing Game,Emergent Gameplay,Directed,6674,,1,0
Massive Multiplayer Online Role-Playing Game,Endless Runner,Directed,6675,,1,0
Massive Multiplayer Online Role-Playing Game,Eroge,Directed,6676,,1,0
Massive Multiplayer Online Role-Playing Game,Escape Room Video Game,Directed,6677,,1,0
Massive Multiplayer Online Role-Playing Game,Esports,Directed,6678,,1,0
Massive Multiplayer Online Role-Playing Game,Everquest,Directed,6679,,1,0
Massive Multiplayer Online Role-Playing Game,Falling-Sand Game,Directed,6680,,1,0
Massive Multiplayer Online Role-Playing Game,Fan Game,Directed,6681,,1,0
Massive Multiplayer Online Role-Playing Game,Fantasy,Directed,6682,,1,0
Massive Multiplayer Online Role-Playing Game,Farm Life Sim,Directed,6683,,1,0
Massive Multiplayer Online Role-Playing Game,Fighting Game,Directed,6684,,1,0
Massive Multiplayer Online Role-Playing Game,Final Fantasy Xi,Directed,6685,,1,0
Massive Multiplayer Online Role-Playing Game,First-Person Shooter,Directed,6686,,1,0
Massive Multiplayer Online Role-Playing Game,Fishing Video Game,Directed,6687,,1,0
Massive Multiplayer Online Role-Playing Game,Fitness Game,Directed,6688,,1,0
Massive Multiplayer Online Role-Playing Game,Flight Simulation Video Game,Directed,6689,,1,0
Massive Multiplayer Online Role-Playing Game,Free-To-Play,Directed,6690,,1,0
Massive Multiplayer Online Role-Playing Game,Full-Motion Video,Directed,6691,,1,0
Massive Multiplayer Online Role-Playing Game,Gacha Game,Directed,6692,,1,0
Massive Multiplayer Online Role-Playing Game,Girls' Video Games,Directed,6693,,1,0
Massive Multiplayer Online Role-Playing Game,God Game,Directed,6694,,1,0
Massive Multiplayer Online Role-Playing Game,Government Simulation Game,Directed,6695,,1,0
Massive Multiplayer Online Role-Playing Game,Grand Theft Auto Clone,Directed,6696,,1,0
Massive Multiplayer Online Role-Playing Game,Grand Strategy Wargame,Directed,6697,,1,0
Massive Multiplayer Online Role-Playing Game,Guild Wars,Directed,6698,,1,0
Massive Multiplayer Online Role-Playing Game,Hack And Slash,Directed,6699,,1,0
Massive Multiplayer Online Role-Playing Game,Hero Shooter,Directed,6700,,1,0
Massive Multiplayer Online Role-Playing Game,Hidden Object Game,Directed,6701,,1,0
Massive Multiplayer Online Role-Playing Game,History Of Massively Multiplayer Online Games,Directed,6702,,1,0
Massive Multiplayer Online Role-Playing Game,History Of Online Games,Directed,6703,,1,0
Massive Multiplayer Online Role-Playing Game,Horror Game,Directed,6704,,1,0
Massive Multiplayer Online Role-Playing Game,Hypercasual Game,Directed,6705,,1,0
Massive Multiplayer Online Role-Playing Game,Isbn (Identifier),Directed,6706,,1,0
Massive Multiplayer Online Role-Playing Game,Issn (Identifier),Directed,6707,,1,0
Massive Multiplayer Online Role-Playing Game,Immersive Sim,Directed,6708,,1,0
Massive Multiplayer Online Role-Playing Game,Incremental Game,Directed,6709,,1,0
Massive Multiplayer Online Role-Playing Game,Indie Game,Directed,6710,,1,0
Massive Multiplayer Online Role-Playing Game,Ingress (Video Game),Directed,6711,,1,0
Massive Multiplayer Online Role-Playing Game,Interactive Fiction,Directed,6712,,1,0
Massive Multiplayer Online Role-Playing Game,Interactive Film,Directed,6713,,1,0
Massive Multiplayer Online Role-Playing Game,Kaizo,Directed,6714,,1,0
Massive Multiplayer Online Role-Playing Game,Kart Racing Game,Directed,6715,,1,0
Massive Multiplayer Online Role-Playing Game,Lag (Video Games),Directed,6716,,1,0
Massive Multiplayer Online Role-Playing Game,Licensed Game,Directed,6717,,1,0
Massive Multiplayer Online Role-Playing Game,Life Simulation Game,Directed,6718,,1,0
Massive Multiplayer Online Role-Playing Game,Light Gun Shooter,Directed,6719,,1,0
Massive Multiplayer Online Role-Playing Game,Lists Of Video Games,Directed,6720,,1,0
Massive Multiplayer Online Role-Playing Game,Looter Shooter,Directed,6721,,1,0
Massive Multiplayer Online Role-Playing Game,Lunar Lander (Video Game Genre),Directed,6722,,1,0
Massive Multiplayer Online Role-Playing Game,Masocore,Directed,6723,,1,0
Massive Multiplayer Online Role-Playing Game,Massively Multiplayer,Directed,6724,,1,0
Massive Multiplayer Online Role-Playing Game,Massively Multiplayer Online First-Person Shooter Game,Directed,6725,,1,0
Massive Multiplayer Online Role-Playing Game,Massively Multiplayer Online Game,Directed,6726,,1,0
Massive Multiplayer Online Role-Playing Game,Massively Multiplayer Online Real-Time Strategy Game,Directed,6727,,1,0
Massive Multiplayer Online Role-Playing Game,Maze Video Game,Directed,6728,,1,0
Massive Multiplayer Online Role-Playing Game,Metroidvania,Directed,6729,,1,0
Massive Multiplayer Online Role-Playing Game,Microtransactions,Directed,6730,,1,0
Massive Multiplayer Online Role-Playing Game,Minigame,Directed,6731,,1,0
Massive Multiplayer Online Role-Playing Game,Mob (Computer Gaming),Directed,6732,,1,0
Massive Multiplayer Online Role-Playing Game,Monster-Taming Game,Directed,6733,,1,0
Massive Multiplayer Online Role-Playing Game,Multi-User Dungeon,Directed,6734,,1,0
Massive Multiplayer Online Role-Playing Game,Multiplayer Online Battle Arena,Directed,6735,,1,0
Massive Multiplayer Online Role-Playing Game,Multiplayer Video Game,Directed,6736,,1,0
Massive Multiplayer Online Role-Playing Game,Music Video Game,Directed,6737,,1,0
Massive Multiplayer Online Role-Playing Game,Newsgame,Directed,6738,,1,0
Massive Multiplayer Online Role-Playing Game,Non-Game,Directed,6739,,1,0
Massive Multiplayer Online Role-Playing Game,Non-Player Character,Directed,6740,,1,0
Massive Multiplayer Online Role-Playing Game,Nonlinear Gameplay,Directed,6741,,1,0
Massive Multiplayer Online Role-Playing Game,Nonviolent Video Game,Directed,6742,,1,0
Massive Multiplayer Online Role-Playing Game,Online Game,Directed,6743,,1,0
Massive Multiplayer Online Role-Playing Game,Open-Source Software,Directed,6744,,1,0
Massive Multiplayer Online Role-Playing Game,Open World,Directed,6745,,1,0
Massive Multiplayer Online Role-Playing Game,Otome Game,Directed,6746,,1,0
Massive Multiplayer Online Role-Playing Game,Party Video Game,Directed,6747,,1,0
Massive Multiplayer Online Role-Playing Game,Persistent World,Directed,6748,,1,0
Massive Multiplayer Online Role-Playing Game,Personalized Video Game,Directed,6749,,1,0
Massive Multiplayer Online Role-Playing Game,Phantasy Star Online,Directed,6750,,1,0
Massive Multiplayer Online Role-Playing Game,Photography Game,Directed,6751,,1,0
Massive Multiplayer Online Role-Playing Game,Platform Fighter,Directed,6752,,1,0
Massive Multiplayer Online Role-Playing Game,Platformer,Directed,6753,,1,0
Massive Multiplayer Online Role-Playing Game,Playstation 2,Directed,6754,,1,0
Massive Multiplayer Online Role-Playing Game,Player Character,Directed,6755,,1,0
Massive Multiplayer Online Role-Playing Game,Player Versus Player,Directed,6756,,1,0
Massive Multiplayer Online Role-Playing Game,Programming Game,Directed,6757,,1,0
Massive Multiplayer Online Role-Playing Game,Puzzle Video Game,Directed,6758,,1,0
Massive Multiplayer Online Role-Playing Game,Quest (Gaming),Directed,6759,,1,0
Massive Multiplayer Online Role-Playing Game,Quest (Video Games),Directed,6760,,1,0
Massive Multiplayer Online Role-Playing Game,Racing Game,Directed,6761,,1,0
Massive Multiplayer Online Role-Playing Game,Raid (Gaming),Directed,6762,,1,0
Massive Multiplayer Online Role-Playing Game,Rail Shooter,Directed,6763,,1,0
Massive Multiplayer Online Role-Playing Game,Raph Koster,Directed,6764,,1,0
Massive Multiplayer Online Role-Playing Game,Real-Time Strategy,Directed,6765,,1,0
Massive Multiplayer Online Role-Playing Game,Real-Time Tactics,Directed,6766,,1,0
Massive Multiplayer Online Role-Playing Game,Rhythm Game,Directed,6767,,1,0
Massive Multiplayer Online Role-Playing Game,Richard Garriott,Directed,6768,,1,0
Massive Multiplayer Online Role-Playing Game,Roguelike,Directed,6769,,1,0
Massive Multiplayer Online Role-Playing Game,Roguelike Deck-Building Game,Directed,6770,,1,0
Massive Multiplayer Online Role-Playing Game,Role-Playing Video Game,Directed,6771,,1,0
Massive Multiplayer Online Role-Playing Game,Runescape,Directed,6772,,1,0
Massive Multiplayer Online Role-Playing Game,S2Cid (Identifier),Directed,6773,,1,0
Massive Multiplayer Online Role-Playing Game,Sandbox Game,Directed,6774,,1,0
Massive Multiplayer Online Role-Playing Game,Science-Fiction,Directed,6775,,1,0
Massive Multiplayer Online Role-Playing Game,Science Fiction Video Game,Directed,6776,,1,0
Massive Multiplayer Online Role-Playing Game,Second Life,Directed,6777,,1,0
Massive Multiplayer Online Role-Playing Game,Serious Game,Directed,6778,,1,0
Massive Multiplayer Online Role-Playing Game,Sexual Content In Video Games,Directed,6779,,1,0
Massive Multiplayer Online Role-Playing Game,Shoot 'Em Up,Directed,6780,,1,0
Massive Multiplayer Online Role-Playing Game,Shooter Game,Directed,6781,,1,0
Massive Multiplayer Online Role-Playing Game,Side-Scrolling Video Game,Directed,6782,,1,0
Massive Multiplayer Online Role-Playing Game,Sim Racing,Directed,6783,,1,0
Massive Multiplayer Online Role-Playing Game,Simulation Video Game,Directed,6784,,1,0
Massive Multiplayer Online Role-Playing Game,Single-Player Video Game,Directed,6785,,1,0
Massive Multiplayer Online Role-Playing Game,Smartphone,Directed,6786,,1,0
Massive Multiplayer Online Role-Playing Game,Snake (Video Game Genre),Directed,6787,,1,0
Massive Multiplayer Online Role-Playing Game,Social Interaction In Mmorpgs,Directed,6788,,1,0
Massive Multiplayer Online Role-Playing Game,Social Networking Service,Directed,6789,,1,0
Massive Multiplayer Online Role-Playing Game,Social Simulation Game,Directed,6790,,1,0
Massive Multiplayer Online Role-Playing Game,Soulslike,Directed,6791,,1,0
Massive Multiplayer Online Role-Playing Game,Space Flight Simulation Game,Directed,6792,,1,0
Massive Multiplayer Online Role-Playing Game,Sports Video Game,Directed,6793,,1,0
Massive Multiplayer Online Role-Playing Game,Statistic (Role-Playing Games),Directed,6794,,1,0
Massive Multiplayer Online Role-Playing Game,Stealth Game,Directed,6795,,1,0
Massive Multiplayer Online Role-Playing Game,Strategy Video Game,Directed,6796,,1,0
Massive Multiplayer Online Role-Playing Game,Submarine Simulator,Directed,6797,,1,0
Massive Multiplayer Online Role-Playing Game,Survival Game,Directed,6798,,1,0
Massive Multiplayer Online Role-Playing Game,Survival Horror,Directed,6799,,1,0
Massive Multiplayer Online Role-Playing Game,Tactical Role-Playing Game,Directed,6800,,1,0
Massive Multiplayer Online Role-Playing Game,Tactical Shooter,Directed,6801,,1,0
Massive Multiplayer Online Role-Playing Game,The Realm Online,Directed,6802,,1,0
Massive Multiplayer Online Role-Playing Game,Third-Person Shooter,Directed,6803,,1,0
Massive Multiplayer Online Role-Playing Game,Tile-Matching Video Game,Directed,6804,,1,0
Massive Multiplayer Online Role-Playing Game,Time Management Game,Directed,6805,,1,0
Massive Multiplayer Online Role-Playing Game,Tower Defense,Directed,6806,,1,0
Massive Multiplayer Online Role-Playing Game,Toys-To-Life,Directed,6807,,1,0
Massive Multiplayer Online Role-Playing Game,Train Simulator,Directed,6808,,1,0
Massive Multiplayer Online Role-Playing Game,Turn-Based Role-Playing Game,Directed,6809,,1,0
Massive Multiplayer Online Role-Playing Game,Turn-Based Strategy,Directed,6810,,1,0
Massive Multiplayer Online Role-Playing Game,Turn-Based Tactics,Directed,6811,,1,0
Massive Multiplayer Online Role-Playing Game,Twin-Stick Shooter,Directed,6812,,1,0
